id,key,n,c,p,location,sitename,sitenumber,lat,long,habitat,date,time,species,weight,tl,sl,sex,family,year
MOO18F616,AE1,7.0388178025,33.4204450626,0.5640367358,Moorea,Dolphin,S37,-17.56915,-149.87811,Lagoon,2018-10-20,12.00-12.20,Abudefduf sexfasciatus,48.8,14.9,10.7,F,Pomacentridae,2018
MOO18F617,AE1,3.4652418097,11.7440717629,0.1223358478,Moorea,Dolphin,S37,-17.56915,-149.87811,Lagoon,2018-10-20,12.00-12.20,Halichoeres hortulanus,195.9,25.1,20.3,M,Labridae,2018
MOO18F622,AE1,12.0935146444,36.5330543933,0.5009271505,Moorea,FerryLagoon,S38,-17.52168,-149.76512,Lagoon,2018-10-21,10.30-12:30,Forcipiger flavissimus,33.1,14.2,12.2,M,Chaetodontidae,2018
MOO18F626,AE1,4.5339186992,21.2391869919,0.2280767792,Moorea,FerryLagoon,S38,-17.52168,-149.76512,Lagoon,2018-10-21,10.30-12:30,Acanthurus guttatus,140.4,16.3,12.8,F,Acanthuridae,2018
MOO18F627,AE1,3.7604678363,24.9720272904,0.212355136,Moorea,FerryLagoon,S38,-17.52168,-149.76512,Lagoon,2018-10-21,10.30-12:30,Stegastes nigricans,69.3,13.7,10.5,M,Pomacentridae,2018
MOO18F629,AE1,2.4226482759,15.2064827586,0.1746664756,Moorea,FerryLagoon,S38,-17.52168,-149.76512,Lagoon,2018-10-21,10.30-12:30,Abudefduf sexfasciatus,73.7,15.7,11.1,M,Pomacentridae,2018
MOO18F639,AE1,13.4984779706,38.7405874499,0.8823521976,Moorea,FerryLagoon,S38,-17.52168,-149.76512,Lagoon,2018-10-21,10.30-12:30,Aulostomus chinensis,389,56,48.8,F,Aulostomidae,2018
MOO18F640,AE1,12.8514013605,39.3024489796,0.7388863814,Moorea,FerryLagoon,S38,-17.52168,-149.76512,Lagoon,2018-10-21,10.30-12:30,Aulostomus chinensis,161,43.5,39,M,Aulostomidae,2018
MOO18F643,AE1,3.561875,31.2448138298,0.190184459,Moorea,Irihonu,S39,-17.47269,-149.79471,Slope,2018-10-22,9.45-11.15,Acanthurus achilles,223.6,21.7,15.9,F,Acanthuridae,2018
MOO18F654,AE1,6.1740353698,37.5338424437,0.2928209327,Moorea,HaumiBay,S41,-17.57902,-149.79361,Lagoon,2018-10-23,10.30-12.40,Chaetodon lunulatus,50.1,11.4,9.9,F,Chaetodontidae,2018
MOO18F655,AE1,5.7948717949,44.0193815988,0.4194655102,Moorea,HaumiBay,S41,-17.57902,-149.79361,Lagoon,2018-10-23,10.30-12.40,Chaetodon lunulatus,57.7,12.6,10.2,M,Chaetodontidae,2018
MOO18F656,AE1,5.9637842779,37.3874771481,0.493920248,Moorea,HaumiBay,S41,-17.57902,-149.79361,Lagoon,2018-10-23,10.30-12.40,Forcipiger flavissimus,48.4,40.9,12.5,M,Chaetodontidae,2018
MOO18F657,AE1,6.983402418,35.0327288428,0.4386904314,Moorea,HaumiBay,S41,-17.57902,-149.79361,Lagoon,2018-10-23,10.30-12.40,Abudefduf sexfasciatus,84.8,16.5,12.2,M,Pomacentridae,2018
MOO18F659,AE1,1.0913513514,12.0205052879,0.152395674,Moorea,HaumiBay,S41,-17.57902,-149.79361,Lagoon,2018-10-23,10.30-12.40,Rhinecanthus aculeatus,132.1,18.2,13.7,F,Balistidae,2018
MOO18F663,AE1,2.8626126126,17.4293543544,0.1774325443,Moorea,HaumiBay,S41,-17.57902,-149.79361,Lagoon,2018-10-23,10.30-12.40,Arothron meleagris,571,26.9,19.5,F,Tetraodontidae,2018
MOO18F665,AE1,12.3145022971,36.7901225115,0.5762957203,Moorea,ArtificialReef,S28,-17.51573,-149.9218,Lagoon,2018-10-23,10.00-10.30,Arothron meleagris,80.9,14.1,10.5,NA,Tetraodontidae,2018
MOO18F666,AE1,16.3403314917,40.3287292818,0.5815656672,Moorea,MotuLagoon,S42,-17.49497,-149.91731,Lagoon,2018-11-11,11.00-14.30,Chaetodon auriga,133.2,17.6,14.4,M,Chaetodontidae,2018
MOO18F667,AE1,5.0659354839,14.7762096774,NA,Moorea,MotuLagoon,S42,-17.49497,-149.91731,Lagoon,2018-11-11,11.00-14.30,Rhinecanthus aculeatus,190.8,20.7,16.8,F,Balistidae,2018
MOO18F668,AE1,7.9893030303,21.0190151515,NA,Moorea,MotuLagoon,S42,-17.49497,-149.91731,Lagoon,2018-11-11,11.00-14.30,Stegastes nigricans,53.9,14.1,10.5,M,Pomacentridae,2018
MOO18F669,AE1,5.4062623762,15.7663366337,NA,Moorea,MotuLagoon,S42,-17.49497,-149.91731,Lagoon,2018-11-11,11.00-14.30,Rhinecanthus aculeatus,187.9,22.2,17.7,M,Balistidae,2018
MOO18F670,AE1,9.6902681992,16.5024904215,NA,Moorea,MotuLagoon,S42,-17.49497,-149.91731,Lagoon,2018-11-11,11.00-14.30,Rhinecanthus aculeatus,156.7,18.8,15.5,F,Balistidae,2018
MOO18F671,AE1,2.1041766015,49.6727837654,1.277943681,Moorea,MotuLagoon,S42,-17.49497,-149.91731,Lagoon,2018-11-11,11.00-14.30,Chaetodon lunulatus,55.1,13.5,11.4,M,Chaetodontidae,2018
MOO18F672,AE1,4.9991443918,45.5779879302,0.6803224403,Moorea,MotuLagoon,S42,-17.49497,-149.91731,Lagoon,2018-11-11,11.00-14.30,Chaetodon citrinellus,18.3,10.1,8.3,M,Chaetodontidae,2018
MOO18F674,AE1,5.2664489315,45.7330791844,16.6182624706,Moorea,MotuLagoon,S42,-17.49497,-149.91731,Lagoon,2018-11-11,11.00-14.30,Chaetodon lunulatus,50.5,12.8,10.9,F,Chaetodontidae,2018
MOO18F676,AE1,7.953480198,47.1751797592,0.9942718143,Moorea,MotuLagoon,S42,-17.49497,-149.91731,Lagoon,2018-11-11,11.00-14.30,Gnathodentex aureolineatus,181.3,25.2,19,F,Lethrinidae,2018
MOO18F678,AE1,7.9006298798,50.6597322387,2.4274364171,Moorea,MotuLagoon,S42,-17.49497,-149.91731,Lagoon,2018-11-11,11.00-14.30,Dascyllus trimaculatus,43.6,12.2,8.8,F,Pomacentridae,2018
MOO18F681,AE1,3.0247942262,32.7481379025,0.6352682218,Moorea,MotuLagoon,S42,-17.49497,-149.91731,Lagoon,2018-11-11,11.00-14.30,Arothron meleagris,141.7,18.4,14,NA,Tetraodontidae,2018
MOO18F690,AE1,3.9115577434,30.5939556329,0.5574251357,Moorea,CookRight,S43,-17.478242,-149.822174,Lagoon,2018-11-12,10.30-11.15,Stegastes nigricans,49.2,13.9,10.6,M,Pomacentridae,2018
MOO18F691,AE1,2.7265098259,30.0550973421,0.5418030091,Moorea,CookRight,S43,-17.478242,-149.822174,Lagoon,2018-11-12,10.30-11.15,Stegastes nigricans,54.8,13.7,10.7,F,Pomacentridae,2018
MOO18F699,AE1,6.408468297,46.4564892154,0.76215736,Moorea,CookOuter,S44,-17.47681,-149.82425,Slope,2018-11-12,11.15-12.30,Gnathodentex aureolineatus,132,23,17.8,M,Lethrinidae,2018
MOO18F705,AE1,6.1997445833,40.6784883864,0.8073393417,Moorea,HaapitiPass2,S47,-17.47033,-149.87901,Pass,2018-11-13,12.40-13.50,Chaetodon auriga,123.2,16.7,14.2,NA,Chaetodontidae,2018
MOO18F706,AE1,4.4358559298,48.7264693094,0.5562302064,Moorea,HaapitiPass2,S47,-17.47033,-149.87901,Pass,2018-11-13,12.40-13.50,Chaetodon auriga,134.6,16.7,14,M,Chaetodontidae,2018
MOO18F711,AE1,8.6841811241,62.3573628979,0.9352448106,Moorea,SudRight,S46,-17.59573,-149.84125,Pass,2018-11-13,11.20-12.20,Chaetodon auriga,78.1,19,13.8,NA,Chaetodontidae,2018
MOO18F714,AE1,1.2026373515,16.5967686401,0.747080919,Moorea,SudRight,S46,-17.59573,-149.84125,Pass,2018-11-13,11.20-12.20,Rhinecanthus aculeatus,114.7,16.5,13.3,F,Balistidae,2018
MOO18F715,AE1,0.7713113698,20.7894640729,0.6289562174,Moorea,SudRight,S46,-17.59573,-149.84125,Pass,2018-11-13,11.20-12.20,Rhinecanthus aculeatus,66.9,14.5,11.9,F,Balistidae,2018
MOO18F716,AE1,0.372299651,20.6612368794,0.3838535429,Moorea,SudRight,S46,-17.59573,-149.84125,Pass,2018-11-13,11.20-12.20,Rhinecanthus aculeatus,70.2,15.2,12.4,M,Balistidae,2018
MOO18F717,AE1,10.4899235264,45.4530608467,0.7909210556,Moorea,SudRight,S46,-17.59573,-149.84125,Pass,2018-11-13,11.20-12.20,Aulostomus chinensis,344,62.3,54.1,M,Aulostomidae,2018
MOO18F718,AE1,4.7337366061,34.6941834886,0.6761998532,Moorea,SudLeft,S45,-17.59345,-149.84709,Pass,2018-11-13,10.15-11.120,Chaetodon auriga,96.3,21.4,13.8,M,Chaetodontidae,2018
MOO18F719,AE1,5.8668898902,42.7572167643,0.7478048983,Moorea,SudLeft,S45,-17.59345,-149.84709,Pass,2018-11-13,10.15-11.120,Chaetodon auriga,92.2,18.6,14.4,F,Chaetodontidae,2018
MOO18F720,AE1,2.9945039026,41.446013024,0.5576474893,Moorea,SudLeft,S45,-17.59345,-149.84709,Pass,2018-11-13,10.15-11.120,Chaetodon auriga,80.6,20.5,13.9,NA,Chaetodontidae,2018
MOO18FE013,AE1,2.1925554465,34.6001784523,0.5658101781,Moorea,Haapiti,NA,-17.55411,-149.8847,Slope,2018-03-23,11:00:00,Acanthurus achilles,172.5,18.2,13.5,NA,Acanthuridae,2018
MOO18FE014,AE1,1.9213499027,32.5603923661,0.4095705765,Moorea,Haapiti,NA,-17.55411,-149.8847,Slope,2018-03-23,11:00:00,Acanthurus achilles,180,19.8,15.2,NA,Acanthuridae,2018
MOO18FE086,AE1,3.2142314775,29.4290906969,3.2748944239,Moorea,PublicBeach,NA,-17.48171,-149.85553,Slope,2018-04-26,15:45:00,Chaetodon ornatissimus,17.7,7,5.6,NA,Chaetodontidae,2018
MOO18FE154,AE1,2.4543202364,32.9716906981,0.4121232502,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,60.5,14.5,11,F,Acanthuridae,2018
MOO18FE155,AE1,2.4516405939,30.2710067756,0.4135928159,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,88.6,16.1,12.7,NA,Acanthuridae,2018
MOO18FE156,AE1,2.3232222013,31.3374665096,0.3539165772,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,83.5,15.4,11.9,M,Acanthuridae,2018
MOO18FE157,AE1,2.0189044509,32.7652981237,0.6639009272,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,77.1,14.8,11.7,M,Acanthuridae,2018
MOO18FE158,AE1,2.5803372398,33.094872537,0.762601065,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,69.8,14.2,11.5,F,Acanthuridae,2018
MOO18FE159,AE1,2.5588980663,33.2007794106,0.5128193652,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,84.5,15.4,12.1,M,Acanthuridae,2018
MOO18FE160,AE1,5.0283592651,33.4889597959,0.514140846,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,80.9,15.4,11.9,M,Acanthuridae,2018
MOO18FE161,AE1,2.2046203812,38.3195895029,0.6050972911,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,8.8,7.4,5.7,NA,Acanthuridae,2018
MOO18FE162,AE1,4.6187360628,33.1625165703,0.6598181539,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,82,14.6,11.5,M,Acanthuridae,2018
MOO18FE163,AE1,0.8909857439,44.6980073677,13.2119861208,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,73.4,14.4,11.3,F,Acanthuridae,2018
MOO18FE164,AE1,4.8985560874,33.6514992616,0.6891304043,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,66.8,14,10.8,F,Acanthuridae,2018
MOO18FE165,AE1,0.9460111751,33.1400977777,0.762084834,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,77.7,14.4,11.3,F,Acanthuridae,2018
MOO18FE166,AE1,5.3990463066,34.1341910706,0.6165855355,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,83.1,15.2,11.8,M,Acanthuridae,2018
MOO18FE167,AE1,5.7335392284,35.9414717513,0.8121383723,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,72.9,14.2,10.7,F,Acanthuridae,2018
MOO18FE168,AE1,5.1003567388,35.8417771448,0.5122248195,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,98.2,16.1,12.7,M,Acanthuridae,2018
MOO18FE169,AE1,4.1420570779,32.5247468995,0.660004288,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-11-10,11:00:00,Zebrasoma scopas,111.6,16.6,13,M,Acanthuridae,2018
MOO18FE170,AE1,9.5105252132,46.1387001366,1.1758128505,Moorea,Tiahura,NA,NA,NA,Slope,2018-11-22,15:00:00,Chromis xanthura,44.7,14.2,10.4,F,Pomacentridae,2018
MOO18FE171,AE1,8.6506370761,46.4210747843,1.3129274422,Moorea,Tiahura,NA,NA,NA,Slope,2018-11-22,15:00:00,Chromis xanthura,44.1,13.6,9.9,M,Pomacentridae,2018
MOO18FE172,AE1,4.3283533906,60.7946608397,0.9201211711,Moorea,Tiahura,NA,NA,NA,Slope,2018-11-22,15:00:00,Chromis xanthura,41.2,13,9.8,M,Pomacentridae,2018
MOO18FE173,AE1,10.4863359472,46.2871110778,1.4036514251,Moorea,Tiahura,NA,NA,NA,Slope,2018-11-22,15:00:00,Chromis xanthura,36.1,13.4,9.6,M,Pomacentridae,2018
MOO18FE174,AE1,9.3185022033,43.0203327639,1.2118136239,Moorea,Tiahura,NA,NA,NA,Slope,2018-11-22,15:00:00,Chromis xanthura,40.2,14,10.4,M,Pomacentridae,2018
MOO18FE175,AE1,8.7103475898,43.4239305521,1.401789045,Moorea,Tiahura,NA,NA,NA,Slope,2018-11-22,15:00:00,Chromis xanthura,35.8,13.3,9.8,NA,Pomacentridae,2018
MOO18FE176,AE1,8.1436745519,40.1617752865,1.6092977072,Moorea,Tiahura,NA,NA,NA,Slope,2018-11-22,15:00:00,Chromis xanthura,47,13.7,10.4,M,Pomacentridae,2018
MOO18FE178,AE1,8.3674997424,37.1749363795,1.396978932,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-12-10,10:00:00,Chromis xanthura,35.1,12.9,8.8,M,Pomacentridae,2018
MOO18FE181,AE1,8.6796728679,40.5536996244,1.392621997,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-12-10,10:00:00,Chromis xanthura,27.6,12,7.8,F,Pomacentridae,2018
MOO18FE182,AE1,4.0185064838,44.1461662965,1.6890123586,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-12-10,10:00:00,Chromis xanthura,26.1,11.5,7.6,M,Pomacentridae,2018
MOO18FE183,AE1,9.1076124876,42.3327898227,1.7230689304,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-12-10,10:00:00,Chromis xanthura,28.3,11.8,7.8,M,Pomacentridae,2018
MOO18FE184,AE1,10.3532106357,46.8934016997,0.853709469,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-12-10,10:00:00,Chromis xanthura,31.5,12.7,8.3,M,Pomacentridae,2018
MOO18FE187,AE1,8.8968403834,47.6598961725,0.8770616766,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-12-10,10:00:00,Chromis xanthura,43.5,14,10,NA,Pomacentridae,2018
MOO18F015,AE2,4.1223693143,25.2715153904,1.1904758981,Moorea,BoatRamp,S1,-17.48498,-149.85851,Lagoon,2018-03-18,11:00-13:00,Dascyllus trimaculatus,46.7,12.2,9.1,NA,Pomacentridae,2018
MOO18F018,AE2,4.7197361993,24.3469024422,1.330424052,Moorea,OpunohuLeft,S2,-17.49011,-149.8553,Lagoon,2018-03-18,15:30-16:15,Heniochus chrysostomus,50.5,11.5,9.5,NA,Chaetodontidae,2018
MOO18F019,AE2,4.4197039664,23.3023070911,1.1358037955,Moorea,OpunohuLeft,S2,-17.49011,-149.8553,Lagoon,2018-03-18,15:30-16:15,Heniochus chrysostomus,57.2,13.5,11.3,NA,Chaetodontidae,2018
MOO18F022,AE2,5.478229805,34.2942806778,2.5092479382,Moorea,OpunohuPass,S3,-17.48483,-149.86743,Slope,2018-03-20,10:00-11:30,Chaetodon lunulatus,37.4,11.1,10.2,F,Chaetodontidae,2018
MOO18F033,AE2,1.4679139973,29.8461663589,0.6297456072,Moorea,OpunohuEntrance,S4,-17.48959,-149.86676,Lagoon,2018-03-20,10:00-11:30,Chaetodon lunulatus,37.4,11.5,10.1,NA,Chaetodontidae,2018
MOO18F034,AE2,2.8166953933,44.7017293562,1.1091139221,Moorea,OpunohuEntrance,S4,-17.48959,-149.86676,Lagoon,2018-03-20,12:00-12:40,Chaetodon citrinellus,28.5,10.7,9.4,NA,Chaetodontidae,2018
MOO18F047,AE2,6.6985157426,17.0794002882,0.4473740559,Moorea,OpunohuEntrance2,S5,-17.48959,-149.86676,Lagoon,2018-03-21,10:00-11:30,Acanthurus pyroferus,137.3,20.5,12.5,NA,Acanthuridae,2018
MOO18F067,AE2,7.8968146543,22.5030001542,0.6217072709,Moorea,Manava,S6,-17.47294,-149.80658,Slope,2018-03-22,10:40-11:50,Acanthurus guttatus,206.9,19.8,16.5,NA,Acanthuridae,2018
MOO18F095,AE2,4.2346993107,25.4972757778,0.450542995,Moorea,Haapiti,S7,-17.5645,-149.887648,Slope,2018-03-23,10:10-12:00,Acanthurus achilles,163.8,21,15,NA,Acanthuridae,2018
MOO18F100,AE2,7.1043308479,31.2259815862,0.652431225,Moorea,Haapiti,S7,-17.5645,-149.887648,Slope,2018-03-23,10:10-12:00,Acanthurus achilles,211.6,21.5,16,F,Acanthuridae,2018
MOO18F106,AE2,9.6841467698,25.6431114282,1.0883187572,Moorea,Maharepa,S8,-17.47809,-149.79784,Lagoon,2018-03-24,11:30-13:45,Heniochus chrysostomus,55.5,13.5,10.8,NA,Chaetodontidae,2018
MOO18F108,AE2,5.9888175918,24.5902149968,1.4784410635,Moorea,Maharepa,S8,-17.47809,-149.79784,Lagoon,2018-03-24,11:30-13:45,Heniochus chrysostomus,40.9,11.5,10.4,NA,Chaetodontidae,2018
MOO18F111,AE2,6.2775799488,27.2932617353,0.5363749503,Moorea,Maharepa,S8,-17.47809,-149.79784,Lagoon,2018-03-24,11:30-13:45,Chaetodon lunulatus,41.9,11.5,10.5,NA,Chaetodontidae,2018
MOO18F119,AE2,9.1567661044,24.7926178669,0.6631893191,Moorea,Maharepa,S8,-17.47809,-149.79784,Lagoon,2018-03-24,11:30-13:45,Chaetodon lunulatus,27.9,11.3,9.4,F,Chaetodontidae,2018
MOO18F142,AE2,7.9413777714,33.3242535214,1.0220382921,Moorea,Intercontinental,S10,-17.4867,-149.88986,Lagoon,2018-03-26,11:20-12:30,Heniochus chrysostomus,70.2,12.5,11.1,NA,Chaetodontidae,2018
MOO18F155,AE2,4.2825602025,14.1573210495,0.3126821979,Moorea,SecretPass,S11,-17.53385,-149.91769,Slope,2018-03-27,9:45-11:20,Arothron meleagris,254.7,19.4,14,NA,Tetraodontidae,2018
MOO18F160,AE2,11.7534134179,16.3580742141,0.5964969773,Moorea,SecretPass,S11,-17.53385,-149.91769,Slope,2018-03-27,9:45-11:20,Arothron meleagris,408.8,22.7,18.1,NA,Tetraodontidae,2018
MOO18F162,AE2,8.8238394219,25.8451818591,0.4113566464,Moorea,SecretPass,S11,-17.53385,-149.91769,Slope,2018-03-27,9:45-11:20,Acanthurus guttatus,114.7,16.5,13.2,F,Acanthuridae,2018
MOO18F168,AE2,9.8594213394,21.2233006193,0.8544883921,Moorea,SailingSchool,S12,-17.49203,-149.85416,Lagoon,2018-03-29,10:00-11:40,Forcipiger flavissimus,42.6,15.6,12.9,F,Chaetodontidae,2018
MOO18F172,AE2,10.6818932012,46.8992629943,1.0258042878,Moorea,SailingSchool,S12,-17.49203,-149.85416,Lagoon,2018-03-29,10:00-11:40,Abudefduf sexfasciatus,81.5,17,11,NA,Pomacentridae,2018
MOO18F174,AE2,9.9292898309,13.6112169056,0.554728818,Moorea,SailingSchool,S12,-17.49203,-149.85416,Lagoon,2018-03-29,10:00-11:40,Acanthurus pyroferus,61.7,15.2,10.8,NA,Acanthuridae,2018
MOO18F181,AE2,7.3999008309,21.4564725646,0.9076016129,Moorea,SailingSchool,S12,-17.49203,-149.85416,Lagoon,2018-03-29,10:00-11:40,Forcipiger flavissimus,43.3,15,12.2,F,Chaetodontidae,2018
MOO18F198,AE2,6.3240941763,16.6824857896,0.5971800991,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,2018-03-30,10:45-12:40,Rhinecanthus aculeatus,201.5,20.5,18.5,NA,Balistidae,2018
MOO18F209,AE2,6.7450010416,25.5126638255,0.6258033608,Moorea,Tamae,S14,-17.50781,-149.76033,Slope,2018-03-31,11:45-14:00,Acanthurus guttatus,169.5,17.5,14,NA,Acanthuridae,2018
MOO18F245,AE2,6.2376126473,18.9399501846,0.6886454821,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,2018-06-29,10:45-12:15,Gnathodentex aureolineatus,136.3,31.1,15.1,F,Lethrinidae,2018
MOO18F276,AE2,7.7786097831,20.2972802768,0.5863104754,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Forcipiger flavissimus,55.1,17.6,14.2,F,Chaetodontidae,2018
MOO18F279,AE2,6.8530820654,33.1828535645,0.6802342775,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Gnathodentex aureolineatus,161.8,22.6,16.6,M,Lethrinidae,2018
MOO18F280,AE2,4.104884358,15.4634520961,0.5667389599,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Acanthurus pyroferus,136.4,22,14.3,M,Acanthuridae,2018
MOO18F288,AE2,6.468772506,36.2144231037,2.6235843332,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Chaetodon lunulatus,43.98,12,10,M,Chaetodontidae,2018
MOO18F297,AE2,4.3638118556,17.2940233403,4.1673180745,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,2018-07-03,10.15-11.55,Acanthurus pyroferus,59.7,15.5,10.8,NA,Acanthuridae,2018
MOO18F319,AE2,5.4720101867,28.3908667642,0.7708774155,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,2018-07-04,10.00-12.00,Chaetodon citrinellus,26.3,10.4,8.5,F,Chaetodontidae,2018
MOO18F329,AE2,9.9911813848,47.3212321032,17.4199877406,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,2018-07-04,10.00-12.00,Paracirrhites hemistictus,97.5,17.3,13.4,F,Cirrhitidae,2018
MOO18F334,AE2,3.1569261701,16.3760722183,0.4782398353,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,2018-07-04,10.00-12.00,Arothron meleagris,305.2,21.2,16.5,F,Tetraodontidae,2018
MOO18F348,AE2,2.7030380869,21.7449309209,0.5309792438,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,2018-07-05,6.30-7.40,Epinephelus merra,97,16.5,14,NA,Serranidae,2018
MOO18F350,AE2,5.1051180047,18.386100347,2.776682393,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,2018-07-05,6.30-7.40,Cephalopholis argus,254,24.8,19.8,F,Serranidae,2018
MOO18F365,AE2,9.5346482041,36.9977812306,34.7839506069,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,2018-07-08,10.35-12.20,Sufflamen bursa,78.1,15,13,NA,Balistidae,2018
MOO18F374,AE2,13.2614973172,40.9724538256,2.6003339779,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,2018-07-08,10.35-12.20,Dascyllus flavicaudus,20,8,6,M,Pomacentridae,2018
MOO18F378,AE2,5.775318248,13.7450048758,0.0864360683,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,2018-07-08,10.35-12.20,Acanthurus pyroferus,66.4,16.6,11.4,F,Acanthuridae,2018
MOO18F386,AE2,13.7124910495,40.3463864605,0.7856986256,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Dascyllus flavicaudus,28.7,10.4,8.5,F,Pomacentridae,2018
MOO18F403,AE2,10.4436021312,55.0081943842,0.3117262846,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Dascyllus flavicaudus,22.5,9.1,6.5,M,Pomacentridae,2018
MOO18F418,AE2,11.2479505381,27.7141617157,0.4260017181,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,2018-07-10,10.50-12.10,Heniochus chrysostomus,35.8,11,9,NA,Chaetodontidae,2018
MOO18F419,AE2,18.0757034241,62.6259910043,0.2794549392,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,2018-07-10,10.50-12.10,Chaetodon lunulatus,20.1,9.1,7.5,NA,Chaetodontidae,2018
MOO18F420,AE2,0.4741640308,26.2877789765,0.423131645,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,2018-07-10,10.50-12.10,Heniochus chrysostomus,46.2,11.5,9.5,NA,Chaetodontidae,2018
MOO18F434,AE2,9.9404850015,24.1489457914,0.7424808539,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,2018-07-11,10.10-12.00,Forcipiger flavissimus,36.9,14.5,12.1,M,Chaetodontidae,2018
MOO18F435,AE2,15.1801607436,45.821990766,0.4981112498,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,2018-07-11,10.10-12.00,Dascyllus flavicaudus,33.9,11,9,M,Pomacentridae,2018
MOO18F436,AE2,3.1272142533,29.4903819974,0.9508746993,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,2018-07-11,10.10-12.00,Heniochus chrysostomus,54.8,13.5,11.7,F,Chaetodontidae,2018
MOO18F437,AE2,0.5664147125,13.4143645397,0.0898681198,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,2018-07-11,10.10-12.00,Arothron meleagris,NA,26.1,20.2,F,Tetraodontidae,2018
MOO18F454,AE2,0.8966090513,15.3409340861,0.1147049832,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Acanthurus pyroferus,54.1,40.1,10.2,M,Acanthuridae,2018
MOO18F459,AE2,3.9874001909,41.0682757953,0.6129094805,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Heniochus chrysostomus,97,14.2,11,M,Chaetodontidae,2018
MOO18F465,AE2,4.6100506161,29.4960403779,0.5631383058,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Chaetodon citrinellus,299.5,10.1,8,M,Chaetodontidae,2018
