species,id,biomass,biomass_dry,tl,C,N,P,location,source,Species,Family,max_size
Halichoeres_hortulanus,764,53.3,13.51,13.1,36.7179745639,11.179,3.9661002025,Moorea,Deron_Burkepile,Halichoeres hortulanus,Labridae,27
Halichoeres_hortulanus,831,38.6,9.94,12,37.3250991015,11.039,3.8047011137,Moorea,Deron_Burkepile,Halichoeres hortulanus,Labridae,27
Halichoeres_hortulanus,832,66.2,16.66,14,34.6684451172,10.6045439974,4.7523777455,Moorea,Deron_Burkepile,Halichoeres hortulanus,Labridae,27
Halichoeres_hortulanus,838,78.8,24.03,14.2,38.27,11.268,4.1803735179,Moorea,Deron_Burkepile,Halichoeres hortulanus,Labridae,27
Halichoeres_hortulanus,1356,51,13.26,13.1,39.1290184,11.4739315796,3.2298741519,Moorea,Deron_Burkepile,Halichoeres hortulanus,Labridae,27
Halichoeres_hortulanus,1446,20.3,4.58,9.3,36.415875328,10.973,4.7873024952,Moorea,Deron_Burkepile,Halichoeres hortulanus,Labridae,27
Halichoeres_hortulanus,54_17,180.8,49.11,19.4,36.6402168282,10.83,4.6832409602,Moorea,Deron_Burkepile,Halichoeres hortulanus,Labridae,27
Halichoeres_marginatus,446_17,17,4.16,8.7,36.57,11.1722209201,3.4802838533,Moorea,Deron_Burkepile,Halichoeres marginatus,Labridae,18
Halichoeres_marginatus,16,17.2,4.21,9,22.5327851638,5.017,7.9460037523,Moorea,Deron_Burkepile,Halichoeres marginatus,Labridae,18
Halichoeres_marginatus,522,69.4,17.39,14.6,38.1279479,11.4019663038,3.933294325,Moorea,Deron_Burkepile,Halichoeres marginatus,Labridae,18
Halichoeres_marginatus,763,25.2,6.44,9.3,34.0256469,10.251292249,3.5636087234,Moorea,Deron_Burkepile,Halichoeres marginatus,Labridae,18
Halichoeres_marginatus,976,14.7,3.96,8.1,40.0057521,12.4651194648,3.9884230818,Moorea,Deron_Burkepile,Halichoeres marginatus,Labridae,18
Halichoeres_marginatus,1006,15.9,3.97,8.6,37.8535835,11.997614894,3.4404566168,Moorea,Deron_Burkepile,Halichoeres marginatus,Labridae,18
Halichoeres_trimaculatus,192,0.2,0.01,2.1,40.393,11.53,2.88324027,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,329,3.5,0.65,3.8,31.0209067,8.0839389,5.9297705221,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,330,3.7,0.67,4.5,34.9813140292,8.602,5.5439604442,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,331,2.5,NA,3.6,40.2361433009,7.025,4.8923348709,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,333,3.2,0.54,4.2,28.17,7.218,6.0446401079,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,335,1.9,0.34,3.8,30.003,7.86,6.406429392,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,336,3.1,0.66,4.4,37.9239187155,10.3653615694,4.5197393805,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,642,4.3,1.01,5.7,36.3179630003,11.123,4.2067899603,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,693,3,0.77,5.3,37.2854938,11.4523313,3.0965177568,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,705,0.9,0.24,3.5,36.5063381,10.8386363772,4.2523440119,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,737,0.4,0.11,2.6,38.036,11.318,3.1433456878,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,738,0.9,0.22,3.2,37.86,11.455,4.527624927,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,742,1,0.26,3.1,37.517,11.183,3.901543343,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,747,2.6,0.64,4.3,38.167,11.511,3.7832869065,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,754,2.8,0.7,5.3,38.566,11.576,3.1994699817,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,890,1.6,0.41,4.2,34.0060348,10.5206813,4.320133032,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,891,3.9,2.69,5.7,38.913448,11.5377153,3.2774029685,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,936,17.1,3.66,8.2,35.453,11.173,3.8578494712,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,1104,13.8,3.59,8.2,36.1570515645,11.125,3.9955557376,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Halichoeres_trimaculatus,1336,9,2.4,6.9,37.3112385,11.5293934,3.6225249037,Moorea,Deron_Burkepile,Halichoeres trimaculatus,Labridae,27
Stethojulis_bandanensis,222,10.3,2.49,8.2,35.2189271185,10.347419264,4.5361147134,Moorea,Deron_Burkepile,Stethojulis bandanensis,Labridae,15
Stethojulis_bandanensis,935,5.7,1.44,5.8,37.5039207504,11.9405257871,4.6879269101,Moorea,Deron_Burkepile,Stethojulis bandanensis,Labridae,15
Stethojulis_bandanensis,155_17,17.3,4.97,8.2,34.96,10.0058044903,3.9190441009,Moorea,Deron_Burkepile,Stethojulis bandanensis,Labridae,15
Stethojulis_bandanensis,254_17,20.2,5.36,9.5,35.9355274159,11.06,4.4510575652,Moorea,Deron_Burkepile,Stethojulis bandanensis,Labridae,15
Stethojulis_bandanensis,268_17,10.7,2.83,7.1,36.7635790015,10.8,4.1143344102,Moorea,Deron_Burkepile,Stethojulis bandanensis,Labridae,15
Stethojulis_bandanensis,325_17,61,1.64,6.9,32.8894129949,10.2209869,5.1460392758,Moorea,Deron_Burkepile,Stethojulis bandanensis,Labridae,15
Stethojulis_bandanensis,353_17,6,1.54,0,37.725467439,11.5017386,3.9645767504,Moorea,Deron_Burkepile,Stethojulis bandanensis,Labridae,15
Stethojulis_bandanensis,354_17,5.1,1.36,5.5,37.7438070367,11.5037077,3.8297448387,Moorea,Deron_Burkepile,Stethojulis bandanensis,Labridae,15
Stethojulis_bandanensis,522_17,6.2,1.72,6.5,36.1371223599,10.9834523,4.0309953397,Moorea,Deron_Burkepile,Stethojulis bandanensis,Labridae,15
Thalassoma_hardwicke,220,54.3,13.06,13.8,39.4692645,12.512155473,4.6101621855,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,256,17.8,4.21,9.2,40.387916,12.5444289588,4.017889961,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,298,45.5,8.46,13.7,36.4864948,9.5133410935,5.6443455391,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,569,37.3,10.54,11.4,39.755603,12.561660448,4.851641643,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,629,74.3,21.66,13.9,38.0467577,11.6919132346,3.7852306317,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,175_17,18.6,NA,9.2,35.4658167705,10.84,4.2989015021,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,255_17,24.9,7.06,9.9,39.7178444499,10.8973935,3.6548551043,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,256_17,40,10.77,11.6,34.5204703361,10.455835235,4.7915690867,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,258_17,19.7,5.5,9.6,36.6938804372,10.91,3.4453375851,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,259_17,33.5,9.22,10.7,37.4084390255,11.380666,4.0091974777,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,269_17,9.8,2.69,7.5,38.2830452367,11.5986175,3.717302393,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,270_17,7.9,2.08,6.7,33.4521332338,10.14,4.426818063,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,271_17,12.6,3.5,8.3,37.8080121292,11.3407802,3.429452718,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,314_17,12.8,3.31,8.4,35.289161122,10.67,4.9782237745,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,323_17,6.6,1.78,6.4,34.8504606322,10.69,4.5667996464,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,326_17,29.4,7.79,10.5,36.9377505281,10.95,4.0986550892,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Thalassoma_hardwicke,359_17,48.1,13.47,11.9,35.8617315199,10.37,4.1583109067,Moorea,Deron_Burkepile,Thalassoma hardwicke,Labridae,20
Gnathodentex_aureolineatus,1177,206.4,63.51,18.5,36.6489442,9.8784894632,4.4886791583,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,144_17,71.3,19.47,13.3,36.83,10.6777556086,3.1329356535,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,145_17,82.8,25.1,13.8,40.1079154912,10.21,2.5538822283,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,146_17,107,33.37,15.8,41.8153777231,10.7062778,3.3832591352,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,275_17,33.8,8.26,10.4,33.777711104,10.4,4.3415799054,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,276_17,65.7,17.47,13.2,34.978690866,10.26,4.60417454,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,277_17,56.6,14.6,12.5,36.15,10.7738006161,3.6884759324,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,278_17,59.4,15.34,13.1,37.7929733736,11.14,3.9573347678,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,279_17,66.1,17.52,13.4,37.7654033887,11.33,3.6780163878,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,280_17,74.3,21.36,13.9,36.4398688044,10.13,4.3707180255,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,281_17,43.9,11.45,10.8,36.3273475419,11.2856651,3.9483309015,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,283_17,106.6,31.2,15.4,44.3608100996,11.1355132,2.5759179398,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,284_17,128.4,32.55,15.7,38.4106133529,11.6657841,4.0909325681,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,358_17,269.6,85.78,12.8,33.8449441681,8.6,6.547676388,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,401_17,54.8,15.14,12.5,36.445011884,10.65,4.064055957,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,406_17,50,12.93,12.2,33.3797729963,10.6854176,4.0795564092,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,448_17,57,14.54,12.6,34.4826366536,10.29,3.9978404092,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,449_17,50.9,12.66,12.7,33.68,10.5605824794,3.6449884298,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,451_17,78.7,23.02,14.1,41.2428622161,10.5084395,3.3723055012,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Gnathodentex_aureolineatus,stoich_2,171.7,38.51,18.6,39.3316272,11.4494128,4.75360633,Moorea,Deron_Burkepile,Gnathodentex aureolineatus,Lethrinidae,30
Monotaxis_grandoculis,969,28.7,7.24,8.7,38.1583873,12.6489966523,3.4862527801,Moorea,Deron_Burkepile,Monotaxis grandoculis,Lethrinidae,60
Monotaxis_grandoculis,1015,27.9,6.86,9.5,37.3637947,11.7859726,2.5396260018,Moorea,Deron_Burkepile,Monotaxis grandoculis,Lethrinidae,60
Monotaxis_grandoculis,1473,24.1,6.16,8.9,38.6177458231,12.6638527559,3.7453548674,Moorea,Deron_Burkepile,Monotaxis grandoculis,Lethrinidae,60
Monotaxis_grandoculis,1474,50.7,10.07,11.1,36.7231110477,10.8584933074,5.5575715241,Moorea,Deron_Burkepile,Monotaxis grandoculis,Lethrinidae,60
Monotaxis_grandoculis,399_17,25.7,6.28,9.2,39.3087254945,12.089943,2.9757096869,Moorea,Deron_Burkepile,Monotaxis grandoculis,Lethrinidae,60
Monotaxis_grandoculis,479_17,143.9,39.82,15.9,35.3087071351,10.14,4.2075759319,Moorea,Deron_Burkepile,Monotaxis grandoculis,Lethrinidae,60
Monotaxis_grandoculis,482_17,51.8,13.53,11.6,29.3886368183,8.8618876,3.5680806882,Moorea,Deron_Burkepile,Monotaxis grandoculis,Lethrinidae,60
Lutjanus_fulvus,109_17,68.7,63.1,16.4,46.800355509,7.67,3.5948278964,Moorea,Deron_Burkepile,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,110_17,193.3,63.61,18.2,42.7748863565,10.3976725,4.238737692,Moorea,Deron_Burkepile,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,176_17,326.6,109.72,22.2,42.0074420507,9.007738,4.5256549477,Moorea,Deron_Burkepile,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,1144,180.3,50.61,18.1,36.7850850636,10.6869029445,5.3200149801,Moorea,Deron_Burkepile,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,101_17,48.6,13,11.5,36.0591731215,10.6638885,4.060595999,Moorea,Deron_Burkepile,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,102_17,98.6,28.27,14.3,39.3454233733,10.9085509,3.851006192,Moorea,Deron_Burkepile,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,103_17,91,28.56,14,44.9573909639,10.08,3.5456648766,Moorea,Deron_Burkepile,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,105_17,20.9,5.51,8.6,37.8622344828,11.7572174,2.8033473984,Moorea,Deron_Burkepile,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,107_17,135.6,45.79,16.2,41.6093295142,7.98,3.7149990749,Moorea,Deron_Burkepile,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,108_17,125.6,41.46,15.4,44.0469481015,9.36,3.2005596342,Moorea,Deron_Burkepile,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,19_PA_2017,226,65.47,19,37.4079494236,9.9038746507,3.7636591611,Palmyra,Deron_Burkepile,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,20_PA_2017,111.8,30.77,15,38.2089145277,10.8508806761,3.862117743,Palmyra,Deron_Burkepile,Lutjanus fulvus,Lutjanidae,40
Lutjanus_fulvus,70_PA_2017,196.8,59.56,17.5,40.1043357669,9.609162787,4.5806817774,Palmyra,Deron_Burkepile,Lutjanus fulvus,Lutjanidae,40
Lutjanus_monostigma,115_PA_2017,174.4,118.9,24.2,41.8754676828,10.5702651252,2.8255451479,Palmyra,Deron_Burkepile,Lutjanus monostigma,Lutjanidae,60
Lutjanus_monostigma,66_PA_2017,169.3,46.39,18,38.5538855015,11.0641589147,3.485471701,Palmyra,Deron_Burkepile,Lutjanus monostigma,Lutjanidae,60
Lutjanus_monostigma,67_PA_2017,545,156.86,26.7,35.685315063,9.1731732765,4.7587757462,Palmyra,Deron_Burkepile,Lutjanus monostigma,Lutjanidae,60
Lutjanus_monostigma,73_PA_2017,NA,322.82,25.7,37.9075830268,10.3107978538,3.1802173363,Palmyra,Deron_Burkepile,Lutjanus monostigma,Lutjanidae,60
Cantherhines_dumerilii,127_PA_2017,211.7,50.1,17.5,36.3451403175,8.2610241611,3.6747953894,Palmyra,Deron_Burkepile,Cantherhines dumerilii,Monacanthidae,38
Cantherhines_dumerilii,128_PA_2017,214.5,44.32,16.9,33.5636757068,10.1802630905,4.132581338,Palmyra,Deron_Burkepile,Cantherhines dumerilii,Monacanthidae,38
Cantherhines_dumerilii,30_PA_2017,152.3,34.8,16,33.9723851621,9.8314749778,4.1633993127,Palmyra,Deron_Burkepile,Cantherhines dumerilii,Monacanthidae,38
Cantherhines_dumerilii,50_PA_2017,189.9,41.64,16.3,34.9562920567,9.7853079627,4.2144368789,Palmyra,Deron_Burkepile,Cantherhines dumerilii,Monacanthidae,38
Cantherhines_dumerilii,83_PA_2017,252.2,61.28,18,37.0496175297,9.426194915,3.490263455,Palmyra,Deron_Burkepile,Cantherhines dumerilii,Monacanthidae,38
Crenimugil_crenilabis,31_17,40.5,12.26,13.1,35.6081188751,9.32,4.8025032281,Moorea,Deron_Burkepile,Crenimugil crenilabis,Mugilidae,60
Crenimugil_crenilabis,32_17,76.9,24.65,15.6,37.37,9.1918027266,3.6141247458,Moorea,Deron_Burkepile,Crenimugil crenilabis,Mugilidae,60
Crenimugil_crenilabis,33_17,31.2,10.31,11.7,43.2276671871,9.851279,3.483713355,Moorea,Deron_Burkepile,Crenimugil crenilabis,Mugilidae,60
Crenimugil_crenilabis,34_17,50.9,16.47,13.1,43.158565675,9.1755397,4.2048259663,Moorea,Deron_Burkepile,Crenimugil crenilabis,Mugilidae,60
Crenimugil_crenilabis,35_17,32.5,9.68,12,37.0796862929,9.16,3.6058115582,Moorea,Deron_Burkepile,Crenimugil crenilabis,Mugilidae,60
Crenimugil_crenilabis,36_17,50.1,17.33,13.3,46.62225528,9.4013282,3.5488636822,Moorea,Deron_Burkepile,Crenimugil crenilabis,Mugilidae,60
Crenimugil_crenilabis,37_17,26.7,7.73,11.2,36.9636003814,10.3001865,4.1459463019,Moorea,Deron_Burkepile,Crenimugil crenilabis,Mugilidae,60
Crenimugil_crenilabis,38_17,32.5,9.98,11.8,37.47751004,9.5,3.8544705305,Moorea,Deron_Burkepile,Crenimugil crenilabis,Mugilidae,60
Mulloidichthys_vanicolensis,112_17,7.4,1.98,7.9,38.06,11.2078019104,3.6380166571,Moorea,Deron_Burkepile,Mulloidichthys vanicolensis,Mullidae,38
Mulloidichthys_vanicolensis,119_17,8.5,2.17,8.2,38.42,10.86002842,3.2905907079,Moorea,Deron_Burkepile,Mulloidichthys vanicolensis,Mullidae,38
Mulloidichthys_vanicolensis,120_17,7.5,NA,8,37.6729040555,10.67355,3.3018984152,Moorea,Deron_Burkepile,Mulloidichthys vanicolensis,Mullidae,38
Mulloidichthys_vanicolensis,185_17,7.3,1.92,7.8,41.4871071396,11.855937,2.9386959396,Moorea,Deron_Burkepile,Mulloidichthys vanicolensis,Mullidae,38
Mulloidichthys_vanicolensis,267_17,6.5,1.46,0.7,35.0311218009,10.97,5.0569402392,Moorea,Deron_Burkepile,Mulloidichthys vanicolensis,Mullidae,38
Mulloidichthys_vanicolensis,328_17,6.9,1.98,7.8,39.117213085,10.73,3.4129693158,Moorea,Deron_Burkepile,Mulloidichthys vanicolensis,Mullidae,38
Mulloidichthys_vanicolensis,330_17,9.3,2.67,8.4,43.9221297058,10.58,3.0952434091,Moorea,Deron_Burkepile,Mulloidichthys vanicolensis,Mullidae,38
Parupeneus_multifasciatus,1313,102.6,28.3,15.5,34.0913926,10.3304295819,4.121249423,Moorea,Deron_Burkepile,Parupeneus multifasciatus,Mullidae,35
Parupeneus_multifasciatus,147_17,84.8,26.48,14.6,39.28,9.808526056,4.3213913216,Moorea,Deron_Burkepile,Parupeneus multifasciatus,Mullidae,35
Parupeneus_multifasciatus,152_17,65.4,20.36,12.4,42.7576242048,9.4,3.5238168883,Moorea,Deron_Burkepile,Parupeneus multifasciatus,Mullidae,35
Parupeneus_multifasciatus,153_17,49.9,14.53,12.1,37.2531776844,10.22338,3.8784065934,Moorea,Deron_Burkepile,Parupeneus multifasciatus,Mullidae,35
Parupeneus_multifasciatus,261_17,52.8,16.81,13.3,38.79,9.4309846684,3.7190856912,Moorea,Deron_Burkepile,Parupeneus multifasciatus,Mullidae,35
Parupeneus_multifasciatus,272_17,16.8,4.87,9.2,39.805338098,10.8994257,3.4448687725,Moorea,Deron_Burkepile,Parupeneus multifasciatus,Mullidae,35
Parupeneus_multifasciatus,282_17,81.3,23.3,15.4,35.6993508953,10.4197158,4.698842503,Moorea,Deron_Burkepile,Parupeneus multifasciatus,Mullidae,35
Parupeneus_multifasciatus,313_17,41.4,12.45,12.1,35.9024750606,9.72,3.8137980776,Moorea,Deron_Burkepile,Parupeneus multifasciatus,Mullidae,35
Parupeneus_multifasciatus,318_17,74.9,24.94,14.4,38.0403843036,8.18,3.7564482713,Moorea,Deron_Burkepile,Parupeneus multifasciatus,Mullidae,35
Parupeneus_multifasciatus,319_17,84.5,28.94,15,36.84,8.5984983833,4.1041699699,Moorea,Deron_Burkepile,Parupeneus multifasciatus,Mullidae,35
Parupeneus_multifasciatus,402_17,100.2,32.16,16.4,40.507704384,10.0090479,3.5810724271,Moorea,Deron_Burkepile,Parupeneus multifasciatus,Mullidae,35
Ostracion_meleagris,1237,28.5,8.06,17.9,30.7330560617,8.1628270626,6.6026885209,Moorea,Deron_Burkepile,Ostracion meleagris,Ostraciidae,25
Ostracion_meleagris,1378,9.5,2.42,5.4,35.1257445,10.1278312,4.447222767,Moorea,Deron_Burkepile,Ostracion meleagris,Ostraciidae,25
Ostracion_meleagris,454_17,4.1,NA,3.3,35.4,9.3399393311,3.9086978655,Moorea,Deron_Burkepile,Ostracion meleagris,Ostraciidae,25
Centropyge_bispinosa,150_17,14.5,4.68,6.4,35.5238170176,8.5333680916,4.811394044,Moorea,Deron_Burkepile,Centropyge bispinosa,Pomacanthidae,10
Centropyge_flavissima,717,5.6,1.78,4.3,30.1259374,7.2245241218,6.0564013821,Moorea,Deron_Burkepile,Centropyge flavissima,Pomacanthidae,14
Centropyge_flavissima,154_17,15.2,4.63,6.5,31.29,7.8834440922,5.2839851956,Moorea,Deron_Burkepile,Centropyge flavissima,Pomacanthidae,14
Centropyge_flavissima,315_17,9.1,2.7,5.6,33.3036131862,9.25,5.388480655,Moorea,Deron_Burkepile,Centropyge flavissima,Pomacanthidae,14
Centropyge_flavissima,324_17,6.7,1.86,5,34.7453783232,9.64,6.8216319545,Moorea,Deron_Burkepile,Centropyge flavissima,Pomacanthidae,14
Abudefduf_sexfasciatus,229,80.6,20.67,12.1,39.1453360359,9.7499219692,4.4766784763,Moorea,Deron_Burkepile,Abudefduf sexfasciatus,Pomacentridae,16
Abudefduf_sexfasciatus,10_17,7.4,2.02,5.5,36.7776887559,10.7823944,3.2781352452,Moorea,Deron_Burkepile,Abudefduf sexfasciatus,Pomacentridae,16
Abudefduf_sexfasciatus,11_17,18.5,5.48,7.4,41.3423620961,10.6033921,3.2657032236,Moorea,Deron_Burkepile,Abudefduf sexfasciatus,Pomacentridae,16
Abudefduf_sexfasciatus,12_17,19.4,5.44,7.5,40.46,10.4115222053,4.3288662557,Moorea,Deron_Burkepile,Abudefduf sexfasciatus,Pomacentridae,16
Abudefduf_sexfasciatus,195_17,9.9,2.61,5.7,38.9670449701,10.2942551,2.954331558,Moorea,Deron_Burkepile,Abudefduf sexfasciatus,Pomacentridae,16
Abudefduf_sexfasciatus,356_17,76.6,23.61,0,38.6505876771,9.09,5.1492827349,Moorea,Deron_Burkepile,Abudefduf sexfasciatus,Pomacentridae,16
Abudefduf_sexfasciatus,450_17,25.2,6.37,7.9,37.0953982845,11.1358644,3.9272482883,Moorea,Deron_Burkepile,Abudefduf sexfasciatus,Pomacentridae,16
Abudefduf_sexfasciatus,481_17,67.6,21.97,11.4,39.0397290986,9.1766471,4.800240072,Moorea,Deron_Burkepile,Abudefduf sexfasciatus,Pomacentridae,16
Abudefduf_sexfasciatus,98_17,48,1.76,0.67,31.8566983677,9.73,5.2405074248,Moorea,Deron_Burkepile,Abudefduf sexfasciatus,Pomacentridae,16
Chromis_margaritifer,6_17,2.2,0.69,3.8,39.2906115541,10.45,3.5622667932,Moorea,Deron_Burkepile,Chromis margaritifer,Pomacentridae,9
Chromis_margaritifer,1_PA_2017,3.53,1.04,5.1,33.6132689341,8.143912996,4.88992467,Palmyra,Deron_Burkepile,Chromis margaritifer,Pomacentridae,9
Chromis_margaritifer,2_PA_2017,2.44,0.69,4.4,39.0703085339,9.7826877433,4.5937533851,Palmyra,Deron_Burkepile,Chromis margaritifer,Pomacentridae,9
Chromis_margaritifer,3_PA_2017,3.26,0.78,4.9,39.0058615147,11.4614882481,4.6371581334,Palmyra,Deron_Burkepile,Chromis margaritifer,Pomacentridae,9
Chromis_margaritifer,45_PA_2017,8.2,2.46,5.4,34.3699172775,8.2407699035,4.3945975923,Palmyra,Deron_Burkepile,Chromis margaritifer,Pomacentridae,9
Chromis_margaritifer,47_PA_2017,2.6,0.83,3.7,39.0643467636,8.1068465381,4.6339839265,Palmyra,Deron_Burkepile,Chromis margaritifer,Pomacentridae,9
Chromis_viridis,86_17,3.5,NA,4.6,37.4852643926,10.65,4.3835412567,Moorea,Deron_Burkepile,Chromis viridis,Pomacentridae,8
Chromis_viridis,87_17,4,NA,4.7,37.9582110916,10.21,4.5256340433,Moorea,Deron_Burkepile,Chromis viridis,Pomacentridae,8
Chromis_viridis,88_17,2.4,0.71,3.9,36.8374050087,10.08,4.5857930288,Moorea,Deron_Burkepile,Chromis viridis,Pomacentridae,8
Chromis_viridis,89_17,3.5,1.03,4.6,27.987320285,8.468668,5.4279764159,Moorea,Deron_Burkepile,Chromis viridis,Pomacentridae,8
Chromis_viridis,90_17,2,NA,3.7,35.99,10.1530848396,3.9964042559,Moorea,Deron_Burkepile,Chromis viridis,Pomacentridae,8
Chromis_viridis,91_17,2.8,NA,4,35.2015822056,10.2950193,4.8781155508,Moorea,Deron_Burkepile,Chromis viridis,Pomacentridae,8
Chromis_viridis,92_17,1.7,0.55,0.5,32.6,9.8736295311,4.4872066909,Moorea,Deron_Burkepile,Chromis viridis,Pomacentridae,8
Chromis_viridis,93_17,3.7,1.19,4.6,33.9543548406,10.2883152,5.324024784,Moorea,Deron_Burkepile,Chromis viridis,Pomacentridae,8
Chromis_viridis,94_17,3.1,0.96,4.3,36.6581801658,10.9458374,4.5855063489,Moorea,Deron_Burkepile,Chromis viridis,Pomacentridae,8
Chromis_viridis,95_17,2.4,0.72,4,37.3235516989,11.1273136,4.4660469382,Moorea,Deron_Burkepile,Chromis viridis,Pomacentridae,8
Chromis_viridis,96_17,2.6,0.79,4.3,33.9000572727,10.151502,4.51096967,Moorea,Deron_Burkepile,Chromis viridis,Pomacentridae,8
